location,lon,lat
"Слюдянка, Иркутская область",103.7041,51.6629
"Батуринская, Краснодарский край",39.3676,45.7894
"Чусовой, Пермский край",57.8314,58.2754
"Павлоградка, Омская область",73.5659,54.2049
"Заокский, Тульская область",37.396,54.7333
"Рыздвяный, Ставропольский край",41.8414,45.2692
"Нефтегорск, Самарская область",51.1736,52.8033
"Жирновск, Волгоградская область",44.7853,50.9745
"Верхнеуральск, Челябинская область",59.2208,53.8764
"Озерск, Калининградская область",22.0194,54.4026
"Отказное, Ставропольский край",43.8588,44.322
"Трехгорный, Челябинская область",58.4455,54.8177
"Северо-Задонск, Тульская область",38.3936,54.0258
"Анастасиевская, Краснодарский край",37.8876,45.2188
"Тяжинский, Кемеровская область",88.5014,56.1219
"Струнино, Владимирская область",38.583,56.369
"Смоленское, Алтайский край",85.0829,52.3071
"Белев, Тульская область",36.1226,53.8124
"Абатское, Тюменская область",70.4383,56.2884
"Новоаннинский, Волгоградская область",42.6646,50.5255
"Болотное, Новосибирская область",84.3898,55.6687
"Заринск, Алтайский край",84.9265,53.7274
"Алтайское, Алтайский край",85.3391,51.9666
"Нижнесортымский, Ханты-Мансийский АО",71.7682,62.4413
"Нижние Вязовые, Татарстан",48.525,55.8026
"Новодеревянковская, Краснодарский край",38.7465,46.3188
"Емельяново, Красноярский край",92.6734,56.1746
"Городище, Волгоградская область",44.4739,48.8012
"Отрадная, Краснодарский край",41.52,44.3908
"Ельцовка, Алтайский край",86.263,53.2593
"Новомышастовская, Краснодарский край",38.5799,45.1974
"Мышкин, Ярославская область",38.4503,57.7868
"Староуткинск, Свердловская область",59.3185,57.2288
"Караидель, Башкортостан",56.8948,55.843
"Суровикино, Волгоградская область",42.8455,48.6086
"Красногвардейское, Ставропольский край",41.5075,45.8531
"Благодарный, Ставропольский край",43.4353,45.1025
"Суходол, Самарская область",51.2166,53.8939
"Белая Глина, Краснодарский край",40.8683,46.0812
"Октябрьский, Пермский край",57.2124,56.5196
"Приморско-Ахтарск, Краснодарский край",38.1904,46.0473
"Лысково, Нижегородская область",45.0342,56.0135
"Азовская, Краснодарский край",38.6225,44.7904
"Большой Луг, Иркутская область",104.085,52.0711
"Романово, Алтайский край",81.2396,52.62
"Кинель-Черкассы, Самарская область",51.5059,53.4671
"Динская, Краснодарский край",39.2308,45.2206
"Ужур, Красноярский край",89.8785,55.3253
"Волоконовка, Белгородская область",37.8595,50.4828
"Приютово, Башкортостан",53.9272,53.9049
"Топчиха, Алтайский край",83.1198,52.8244
"Заветное, Ростовская область",43.8813,47.1189
"Троицкая, Краснодарский край",38.1118,45.1313
"Таштагол, Кемеровская область",87.8895,52.7643
"Ирбейское, Красноярский край",95.4556,55.6418
"Поспелиха, Алтайский край",81.8433,51.9886
"Старощербиновская, Краснодарский край",38.6771,46.6285
"Новый Оскол, Белгородская область",37.8809,50.7502
"Березовка, Красноярский край",93.1268,56.0373
"Казанская, Ростовская область",41.1288,49.7909
"Починки, Нижегородская область",44.8379,54.7125
"Богородицк, Тульская область",38.1276,53.771
"Зольская, Ставропольский край",43.3073,43.9077
"Суворов, Тульская область",36.4856,54.1255
"Усть-Донецкий, Ростовская область",40.8758,47.6421
"Чертково, Ростовская область",40.1468,49.3887
"Калтан, Кемеровская область",87.2692,53.5216
"Абдулино, Оренбургская область",53.6475,53.682
"Нытва, Пермский край",55.3467,57.9332
"Бирск, Башкортостан",55.5443,55.4251
"Цимлянск, Ростовская область",42.0889,47.6452
"Межозерный, Челябинская область",59.3719,54.1508
"Ува, Удмуртия",52.1654,56.9834
"Анна, Воронежская область",40.4231,51.4843
"Сергач, Нижегородская область",45.4666,55.5219
"Качуг, Иркутская область",105.8742,53.9407
"Перевоз, Нижегородская область",44.5401,55.5922
"Карабаш, Челябинская область",60.1996,55.4777
"Ермекеево, Башкортостан",53.6778,54.0815
"Киргиз-Мияки, Башкортостан",54.8071,53.6337
"Заозерный, Красноярский край",94.7096,55.9742
"Донской, Тульская область",38.3529,53.9675
"Туртас, Тюменская область",69.1354,58.9359
"Большой Исток, Свердловская область",60.7826,56.7177
"Горняк, Алтайский край",81.4678,50.9988
"Верхний Мамон, Воронежская область",40.3711,50.1617
"Костерево, Владимирская область",39.6303,55.932
"Большеречье, Омская область",74.6203,56.09
"Федоровский, Ханты-Мансийский АО",73.7158,61.6064
"Упорово, Тюменская область",66.2733,56.3122
"Ясногорск, Тульская область",37.6941,54.4808
"Сокольское, Нижегородская область",43.1649,57.1447
"Неман, Калининградская область",22.0269,55.0276
"Яр, Удмуртия",52.111,58.2434
"Ливенка, Белгородская область",38.2881,50.4511
"Новотитаровская, Краснодарский край",38.9712,45.2366
"Кулешовка, Ростовская область",39.5504,47.076
"Красносельский, Краснодарский край",40.5991,45.3907
"Красноуральск, Свердловская область",60.0713,58.3303
"Верхняя Хава, Воронежская область",39.9313,51.8375
"Уяр, Красноярский край",94.3411,55.8204
"Зимовники, Ростовская область",42.4544,47.1284
"Ольховатка, Воронежская область",39.2774,50.2794
"Тулун, Иркутская область",100.5818,54.5699
"Горнозаводск, Пермский край",58.3243,58.3778
"Нижняя Тавда, Тюменская область",66.1742,57.6701
"Судогда, Владимирская область",40.86,55.9511
"Эртиль, Воронежская область",40.8071,51.8427
"Солдато-Александровское, Ставропольский край",43.763,44.2634
"Увельский, Челябинская область",61.362,54.4414
"Тетюши, Татарстан",48.8247,54.9479
"Нестеров, Калининградская область",22.5691,54.6305
"Карпинск, Свердловская область",60.0135,59.7654
"Светлый, Саратовская область",45.6264,51.6769
"Черлак, Омская область",74.7964,54.1577
"Аргаяш, Челябинская область",60.8752,55.4857
"Григорополисская, Ставропольский край",41.0546,45.2939
"Муромцево, Омская область",75.2394,56.3729
"Куйбышево, Ростовская область",38.9149,47.8144
"Песчанокопское, Ростовская область",41.0849,46.1932
"Еткуль, Челябинская область",61.586,54.8278
"Прибрежный, Самарская область",49.8574,53.484
"Гурьевск, Кемеровская область",85.9283,54.2836
"Татарск, Новосибирская область",75.9685,55.1937
"Ребриха, Алтайский край",82.3454,53.0853
"Дальнее Константиново, Нижегородская область",44.0863,55.8071
"Месягутово, Башкортостан",58.2458,55.536
"Яровое, Алтайский край",78.5731,52.9323
"Колодезный, Воронежская область",39.2957,51.3461
"Кизильское, Челябинская область",58.9019,52.7253
"Степное, Ставропольский край",44.5876,44.2714
"Чернь, Тульская область",36.9144,53.4573
"Константиновск, Ростовская область",41.0913,47.5872
"Беляевка, Оренбургская область",56.4096,51.4002
"Зеленоградск, Калининградская область",20.4747,54.9562
"Ивдель, Свердловская область",60.4316,60.6923
"Бриньковская, Краснодарский край",38.5855,46.033
"Краснозерское, Новосибирская область",79.2533,54.0027
"Иланский, Красноярский край",96.0954,56.2437
"Крыловская, Краснодарский край",39.97,46.3152
"Ленинский, Тульская область",37.4612,54.2876
"Вольгинский, Владимирская область",39.2399,55.9499
"Исилькуль, Омская область",71.2661,54.9013
"Агроном, Краснодарский край",39.195,45.1388
"Залари, Иркутская область",102.5102,53.5657
"Шерегеш, Кемеровская область",87.9926,52.927
"Октябрьский, Белгородская область",36.3468,50.4447
"Куса, Челябинская область",59.4468,55.3464
"Усть-Качка, Пермский край",55.6721,58.0028
"Серафимович, Волгоградская область",42.7304,49.5771
"Палласовка, Волгоградская область",46.8887,50.043
"Борисовка, Белгородская область",36.0089,50.6017
"Короча, Белгородская область",37.1949,50.8146
"Куйтун, Иркутская область",101.5036,54.3352
"Кочубеевское, Ставропольский край",41.8204,44.6796
"Дубна, Тульская область",36.9649,54.1549
"Львовское, Краснодарский край",38.6091,44.9999
"Долгодеревенское, Челябинская область",61.3467,55.3501
"Новопавловск, Ставропольский край",43.6237,43.9589
"Курсавка, Ставропольский край",42.5035,44.4598
"Куеда, Пермский край",55.6,56.4322
"Хабары, Алтайский край",79.5358,53.6162
"Ленинск, Волгоградская область",45.2032,48.6979
"Родионово-Несветайская, Ростовская область",39.7101,47.6124
"Коченево, Новосибирская область",82.2018,55.0094
"Средний Икорец, Воронежская область",39.7573,51.0701
"Рязанская, Краснодарский край",39.5853,44.9566
"Седельниково, Омская область",75.3012,56.9444
"Еманжелинск, Челябинская область",61.3211,54.7569
"Кизел, Пермский край",57.6238,59.0549
"Павловск, Воронежская область",40.1396,50.4552
"Новый Рогачик, Волгоградская область",44.0605,48.6805
"Гаврилов-Ям, Ярославская область",39.8548,57.2993
"Железногорск-Илимский, Иркутская область",104.1324,56.5848
"Бавлы, Татарстан",53.2773,54.3895
"Кизнер, Удмуртия",51.5067,56.2811
"Новая Усмань, Воронежская область",39.4129,51.6263
"Рощино, Челябинская область",61.2644,55.3101
"Сенной, Краснодарский край",36.9991,45.2902
"Верхнерусское, Ставропольский край",41.9508,45.1296
"Самарское, Ростовская область",39.6996,46.9372
"Александровск, Пермский край",57.5942,59.1562
"Мальчевская, Ростовская область",40.3783,49.0612
"Линево, Новосибирская область",83.3749,54.4555
"Медногорск, Оренбургская область",57.6085,51.3969
"Краснознаменск, Калининградская область",22.4872,54.942
"Подгорный, Красноярский край",93.4352,56.1238
"Ермаковское, Красноярский край",92.398,53.2748
"Багаевская, Ростовская область",40.3789,47.3178
"Уруссу, Татарстан",53.4577,54.5993
"Чебеньки, Оренбургская область",55.7071,51.9434
"Болохово, Тульская область",37.825,54.0907
"Новичиха, Алтайский край",81.3942,52.2052
"Балашейка, Самарская область",48.0966,53.2804
"Витязево, Краснодарский край",37.258,44.9869
"Бородино, Красноярский край",94.9026,55.9079
"Боготол, Красноярский край",89.5382,56.2138
"Омутинское, Тюменская область",67.666,56.4786
"Новосмолинский, Нижегородская область",43.0264,56.2862
"Актюбинский, Татарстан",52.8039,54.8114
"Енисейск, Красноярский край",92.1868,58.4501
"Октябрьский, Волгоградская область",43.6393,47.9683
"Курская, Ставропольский край",44.453,44.0422
"Кез, Удмуртия",53.7151,57.9034
"Гай, Оренбургская область",58.4552,51.4732
"Кунашак, Челябинская область",61.5382,55.7041
"Богучар, Воронежская область",40.5529,49.9379
"Ладожская, Краснодарский край",39.9339,45.3066
"Азово, Омская область",73.041,54.7048
"Таловая, Воронежская область",40.7334,51.1158
"Голубицкая, Краснодарский край",37.2735,45.3246
"Талица, Свердловская область",63.7191,57.0127
"Инской, Кемеровская область",86.4139,54.4221
"Ракитное, Белгородская область",35.8362,50.8419
"Солнечнодольск, Ставропольский край",41.4882,45.2906
"Ордынское, Новосибирская область",81.8454,54.3506
"Завьялово, Удмуртия",53.3797,56.7965
"Ермолаево, Башкортостан",55.8088,52.7022
"Холмская, Краснодарский край",38.3881,44.8484
"Тимирязевский, Челябинская область",60.7611,54.9267
"Большое Мурашкино, Нижегородская область",44.7727,55.7795
"Мамонтово, Алтайский край",81.6119,52.7117
"Яйва, Пермский край",57.2583,59.3335
"Новоукраинское, Краснодарский край",40.5239,45.3803
"Двуреченск, Свердловская область",61.1002,56.596
"Челно-Вершины, Самарская область",51.0825,54.4231
"Тамань, Краснодарский край",36.7103,45.212
"Агидель, Башкортостан",53.9334,55.9005
"Котельниково, Волгоградская область",43.1424,47.631
"Солнечный, Ханты-Мансийский АО",73.1955,61.2906
"Ильинский, Пермский край",55.6955,58.5673
"Иловля, Волгоградская область",43.9797,49.3027
"Бирюч, Белгородская область",38.4017,50.6499
"Бодайбо, Иркутская область",114.2012,57.854
"Дёмино, Ставропольский край",42.0307,44.9864
"Дивеево, Нижегородская область",43.2464,55.0375
"Знаменск, Калининградская область",21.2279,54.6141
"Ковернино, Нижегородская область",43.806,57.126
"Кантемировка, Воронежская область",39.8635,49.7001
"Саракташ, Оренбургская область",56.3554,51.7863
"Балтаси, Татарстан",50.2135,56.3424
"Каменоломни, Ростовская область",40.2041,47.6723
"Исянгулово, Башкортостан",56.5806,52.193
"Александрийская, Ставропольский край",43.3349,44.2275
"Ахтарский, Краснодарский край",38.352,46.0031
"Пестравка, Самарская область",49.9535,52.4079
"Канеловская, Краснодарский край",39.1892,46.5921
"Алнаши, Удмуртия",52.4719,56.1848
"Тарасовский, Ростовская область",40.3751,48.7267
"Красная Яруга, Белгородская область",35.6592,50.8024
"Сысерть, Свердловская область",60.8247,56.5103
"Красноармейское, Самарская область",50.0327,52.7078
"Тайга, Кемеровская область",85.6336,56.065
"Томаровка, Белгородская область",36.2314,50.6772
"Радужный, Владимирская область",40.3296,55.9956
"Барда, Пермский край",55.5868,56.9269
"Фастовецкая, Краснодарский край",40.1588,45.9184
"Лаишево, Татарстан",49.5454,55.4031
"Алексеевское, Татарстан",50.1189,55.307
"Бобров, Воронежская область",40.0217,51.1052
"Залесово, Алтайский край",84.77,53.9984
"Шепси, Краснодарский край",39.152,44.0413
"Уральский, Пермский край",55.5564,57.9433
"Исетское, Тюменская область",65.3249,56.4819
"Актаныш, Татарстан",54.077,55.7116
"Зональное, Алтайский край",84.9321,52.6614
"Волжский, Самарская область",50.1187,53.4355
"Терновка, Воронежская область",41.6129,51.6781
"Вишневогорск, Челябинская область",60.6619,55.9995
"Васюринская, Краснодарский край",39.4247,45.1219
"Туринск, Свердловская область",63.685,58.0413
"Миасское, Челябинская область",61.9012,55.2764
"Налобиха, Алтайский край",84.5984,53.2025
"Ясный, Оренбургская область",59.8684,51.0288
"Малая Пурга, Удмуртия",52.9959,56.5614
"Первомайский, Оренбургская область",54.9575,51.5426
"Туринская Слобода, Свердловская область",64.3875,57.6127
"Старовеличковская, Краснодарский край",38.7206,45.4353
"Елань, Волгоградская область",43.7396,50.9527
"Богандинский, Тюменская область",65.8835,56.8881
"Оханск, Пермский край",55.3891,57.7193
"Баймак, Башкортостан",58.3195,52.5866
"Урожайное, Ставропольский край",44.913,44.7909
"Черепаново, Новосибирская область",83.3671,54.2191
"Борское, Самарская область",51.688,53.0291
"Семилуки, Воронежская область",39.0303,51.6816
"Камские Поляны, Татарстан",51.4125,55.4282
"Красноусольский, Башкортостан",56.4698,53.8908
"Кротовка, Самарская область",51.1789,53.2909
"Михайловское, Алтайский край",79.7216,51.8245
"Большая Глушица, Самарская область",50.4848,52.3839
"Бердюжье, Тюменская область",68.3168,55.8019
"Березанская, Краснодарский край",39.5913,45.7056
"Майский, Белгородская область",36.4561,50.5228
"Вейделевка, Белгородская область",38.4539,50.1566
"Пономарёвка, Оренбургская область",54.1071,53.3187
"Курлово, Владимирская область",40.6134,55.4563
"Светлый Яр, Волгоградская область",44.7833,48.4833
"Переволоцкий, Оренбургская область",54.1878,51.8768
"Косиха, Алтайский край",84.5744,53.3607
"Пластуновская, Краснодарский край",39.2634,45.2934
"Ростовка, Омская область",73.5882,55.0225
"Георгиевская, Ставропольский край",43.4875,44.116
"Гражданское, Ставропольский край",42.774,44.2319
"Каскара, Тюменская область",65.9056,57.1832
"Ярославская, Краснодарский край",40.4646,44.6066
"Виноградный, Краснодарский край",37.3267,45.0579
"Глубокий, Ростовская область",40.3168,48.5267
"Малиновое Озеро, Алтайский край",79.7377,51.6922
"Правдинск, Калининградская область",21.012,54.4413
"Васильево, Татарстан",48.7172,55.8306
"Васильково, Калининградская область",20.5827,54.7419
"Бородинский, Тульская область",37.8206,53.9966
"Николаевск, Волгоградская область",45.4589,50.0297
"Каракулино, Удмуртия",53.7011,56.0117
"Птичье, Ставропольский край",41.7158,45.5174
"Мегет, Иркутская область",104.0469,52.4266
"Таежный, Красноярский край",97.3119,58.0737
"Кузино, Свердловская область",62.1547,57.8472
"Яя, Кемеровская область",86.4521,56.2086
"Шаранга, Нижегородская область",46.5418,57.1785
"Красная Поляна, Краснодарский край",40.21,43.6805
"Новотроицкая, Ставропольский край",41.5234,45.3626
"Тацинская, Ростовская область",41.273,48.1979
"Петра Дубрава, Самарская область",50.3632,53.2948
"Бакал, Челябинская область",58.8262,54.9524
"Новониколаевский, Волгоградская область",42.3702,50.9819
"Обильное, Ставропольский край",43.5632,44.2431
"Агрыз, Татарстан",52.9405,56.5193
"Каширское, Воронежская область",39.5914,51.4111
"Митрофановка, Воронежская область",39.6992,49.9717
"Винзили, Тюменская область",65.7702,56.9607
"Верхние Киги, Башкортостан",58.5984,55.412
"Нежинка, Оренбургская область",55.3624,51.7669
"Стрелецкое, Белгородская область",36.4833,50.6303
"Крутинка, Омская область",71.5006,56.0058
"Новосергиевка, Оренбургская область",53.6392,52.0941
"Старое Дрожжаное, Татарстан",47.5575,54.7263
"Яшкино, Кемеровская область",85.4136,55.8673
"Полесск, Калининградская область",21.1021,54.8615
"Краснокаменск, Красноярский край",93.2187,54.3141
"Шелаболиха, Алтайский край",82.6294,53.4067
"Большое Козино, Нижегородская область",43.7135,56.4044
"Култаево, Пермский край",55.9372,57.8978
"Рыбная Слобода, Татарстан",50.1455,55.4602
"Варна, Челябинская область",60.9796,53.3828
"Береславка, Волгоградская область",44.0492,48.6206
"Уйское, Челябинская область",60.0069,54.375
"Ивановская, Краснодарский край",38.4491,45.2818
"Средняя Ахтуба, Волгоградская область",44.8611,48.7143
"Калужская, Краснодарский край",38.9794,44.7611
"Первомайское, Алтайский край",84.0094,53.7221
"Ключи, Алтайский край",79.1635,52.2531
"Октябрьск, Самарская область",48.769,53.1835
"Лихой, Ростовская область",40.2088,48.1268
"Михайловка, Иркутская область",103.2794,52.9591
"Шатки, Нижегородская область",44.1198,55.186
"Большая Мартыновка, Ростовская область",41.6672,47.2731
"Русская Поляна, Омская область",73.8784,53.7787
"Новоаганск, Ханты-Мансийский АО",76.6624,61.9431
"Бураево, Башкортостан",55.4057,55.8488
"Аркадак, Саратовская область",43.5028,51.9349
"Кривянская, Ростовская область",40.174,47.3927
"Верхотурье, Свердловская область",60.7533,58.8642
"Андреево, Владимирская область",41.1501,55.942
"Ладушкин, Калининградская область",20.1764,54.5729
"Стародеревянковская, Краснодарский край",38.9645,46.1327
"Белоярск, Алтайский край",83.8914,53.4594
"Называевск, Омская область",71.3525,55.5679
"Грибановский, Воронежская область",41.9604,51.4438
"Кутулик, Иркутская область",102.7861,53.3493
"Старомышастовская, Краснодарский край",39.0743,45.3395
"Краснощеково, Алтайский край",82.7569,51.6661
"Рассвет, Ростовская область",39.8769,47.3571
"Курагино, Красноярский край",92.6812,53.8971
"Тисуль, Кемеровская область",88.3102,55.7629
"Грамотеино, Кемеровская область",86.3589,54.5195
"Пролетарский, Белгородская область",35.7748,50.789
"Арья, Нижегородская область",45.9758,57.4874
"Змеиногорск, Алтайский край",82.193,51.1548
"Верхняя Салда, Свердловская область",60.5592,58.0411
"Трудобеликовский, Краснодарский край",38.148,45.2652
"Новая Игирма, Иркутская область",103.9325,57.1356
"Приморск, Волгоградская область",45.0322,49.268
"Новый Городок, Кемеровская область",86.3048,54.3039
"Уразово, Белгородская область",38.0457,50.0861
"Грачевка, Ставропольский край",42.4019,45.2031
"Кукмор, Татарстан",50.8963,56.1886
"Николо-Павловское, Свердловская область",60.0578,57.7842
"Сюмси, Удмуртия",51.6082,57.1025
"Агинское, Красноярский край",94.8909,55.2552
"Кабардинка, Краснодарский край",37.9401,44.6489
"Усть-Уда, Иркутская область",103.0272,54.1716
"Ивня, Белгородская область",36.136,51.0588
"Осиново, Татарстан",48.8817,55.8814
"Мамадыш, Татарстан",51.3965,55.7122
"Дубовка, Волгоградская область",44.8207,49.0518
"Большая Мурта, Красноярский край",93.1215,56.9103
"Криводановка, Новосибирская область",82.6436,55.0869
"Ерзовка, Волгоградская область",44.636,48.9309
"Красная Горбатка, Владимирская область",41.7573,55.8692
"Балакирево, Владимирская область",38.8376,56.5037
"Оек, Иркутская область",104.4693,52.5952
"Вавож, Удмуртия",51.9235,56.778
"Белореченский, Иркутская область",103.5254,52.8068
"Приволжье, Самарская область",48.5901,52.851
"Кашары, Ростовская область",41.0125,49.0371
"Мошково, Новосибирская область",83.6139,55.3081
"Дубовка, Тульская область",38.1451,53.9175
"Абан, Красноярский край",96.0791,56.6773
"Южный, Краснодарский край",39.0181,45.153
"Хрящевка, Самарская область",49.0892,53.8168
"Новый Некоуз, Ярославская область",38.0599,57.9054
"Волчанск, Свердловская область",60.0862,59.9302
"Звездный, Пермский край",56.3125,57.7344
"Одесское, Омская область",72.9614,54.2085
"Ветлуга, Нижегородская область",45.7774,57.8567
"Осинки, Самарская область",49.5097,52.8472
"Усть-Чарышская Пристань, Алтайский край",83.6566,52.4009
"Новоселицкое, Ставропольский край",43.4364,44.7476
"Авдон, Башкортостан",55.7134,54.6736
"Мамоново, Калининградская область",19.9348,54.4658
"Кандры, Башкортостан",54.107,54.5548
"Полетаево, Челябинская область",61.1141,55.0309
"Салаир, Кемеровская область",85.8099,54.2358
"Межгорье, Башкортостан",57.8167,54.05
"Кошки, Самарская область",50.4676,54.208
"Краснооктябрьский, Волгоградская область",44.7577,48.8681
"Арти, Свердловская область",58.5331,56.4251
"Должанская, Краснодарский край",37.8054,46.6446
"Юргинское, Тюменская область",67.7234,57.0162
"Домбаровский, Оренбургская область",59.5332,50.7611
"Кодинск, Красноярский край",99.1779,58.6077
"Петров Вал, Волгоградская область",45.2103,50.1373
"Камское Устье, Татарстан",49.2597,55.1952
"Новогуровский, Тульская область",37.3384,54.4677
"Небуг, Краснодарский край",39.0032,44.1728
"Мирный, Самарская область",50.2679,53.5127
"Атиг, Свердловская область",59.4256,56.6875
"Новолуговое, Новосибирская область",83.1136,54.9787
"Матвеев-Курган, Ростовская область",38.8697,47.569
"Покачи, Ханты-Мансийский АО",75.3654,61.7251
"Новохоперск, Воронежская область",41.6226,51.1013
"Бачатский, Кемеровская область",86.11,54.2824
"Селты, Удмуртия",52.1343,57.3071
"Красногорское, Алтайский край",86.1851,52.2934
"Сеченово, Нижегородская область",45.8962,55.2313
"Старобалтачево, Башкортостан",55.9185,55.9987
"Веселое, Краснодарский край",39.9998,43.4057
"Саргатское, Омская область",73.4882,55.6085
"Репьевка, Воронежская область",38.6406,51.0829
"Чесма, Челябинская область",60.653,53.805
"Курчанская, Краснодарский край",37.5715,45.2241
"Новоджерелиевская, Краснодарский край",38.6709,45.7762
"Краснообск, Новосибирская область",82.9903,54.9191
"Павловск, Алтайский край",82.9868,53.3252
"Юсьва, Пермский край",54.9578,58.9633
"Тоцкое Второе, Оренбургская область",52.8249,52.5422
"Пшехская, Краснодарский край",39.8025,44.6963
"Одоев, Тульская область",36.6849,53.9385
"Нововаршавка, Омская область",74.6932,54.1695
"Березовка, Пермский край",57.3181,57.6057
"Сосьва, Свердловская область",61.8381,59.1557
"Уинское, Пермский край",56.5701,56.8814
"Пятигорский, Ставропольский край",43.2592,43.9749
"Кильмезь, Удмуртия",51.3444,57.0116
"Черноисточинск, Свердловская область",59.8717,57.7388
"Адамовка, Оренбургская область",59.9419,51.5218
"Михайловск, Свердловская область",59.1221,56.44
"Казьминское, Ставропольский край",41.6772,44.5873
"Киясово, Удмуртия",53.1196,56.34
"Старонижестеблиевская, Краснодарский край",38.4362,45.3753
"Рамонь, Воронежская область",39.3332,51.9053
"Мысхако, Краснодарский край",37.7481,44.6603
"Балезино, Удмуртия",53.0049,57.9701
"Юганец, Нижегородская область",43.2316,56.2512
"Новая Заимка, Тюменская область",66.9281,56.4814
"Сылва, Пермский край",56.7418,58.0324
"Головчино, Белгородская область",35.8104,50.5414
"Боковская, Ростовская область",41.8366,49.2236
"Волово, Тульская область",38.0076,53.5583
"Шербакуль, Омская область",72.4016,54.6336
"Боровиха, Алтайский край",83.8403,53.5038
"Раздольная, Краснодарский край",39.5559,45.3776
"Ярково, Тюменская область",67.0752,57.4026
"Тургояк, Челябинская область",60.0606,55.1666
"Крапивинский, Кемеровская область",86.7856,55.0015
"Краснослободск, Волгоградская область",44.5745,48.7034
"Ольгинская, Краснодарский край",38.5454,45.9431
"Вознесенское, Нижегородская область",42.7718,54.8949
"Кармаскалы, Башкортостан",56.1747,54.3674
"Спасское, Нижегородская область",45.6909,55.8584
"Канашево, Челябинская область",62.0637,55.2088
"Александровка, Оренбургская область",54.4142,52.6804
"Труновское, Ставропольский край",42.1414,45.4789
"Тельма, Иркутская область",103.7228,52.6938
"Таврическое, Омская область",73.6387,54.586
"Ильиногорск, Нижегородская область",42.9835,56.2286
"Ворсма, Нижегородская область",43.2707,55.9864
"Тимашево, Самарская область",51.1738,53.3495
"Бакалы, Башкортостан",53.7937,55.1741
"Верх-Чебула, Кемеровская область",87.6191,56.0299
"Быково, Волгоградская область",45.3909,49.766
"Пески, Воронежская область",42.4607,51.2545
"Чулым, Новосибирская область",80.9699,55.1015
"Смоленская, Краснодарский край",38.802,44.7892
"Сим, Челябинская область",57.6874,54.9896
"Бижбуляк, Башкортостан",54.2761,53.6957
"Юца, Ставропольский край",43.0153,43.9582
"Октябрьское, Ханты-Мансийский АО",66.0407,62.4627
"Никологоры, Владимирская область",41.994,56.1388
"Усть-Кинельский, Самарская область",50.5724,53.2685
"Сумкино, Тюменская область",68.3324,58.1106
"Октябрьский, Тульская область",37.986,53.9609
"Асекеево, Оренбургская область",52.8129,53.5748
"Здвинск, Новосибирская область",78.6819,54.7025
"Карагай, Пермский край",54.9327,58.2632
"Спокойная, Краснодарский край",41.3941,44.2477
"Смышляевка, Самарская область",50.3924,53.2486
"Целинное, Алтайский край",85.6747,53.0804
"Толбазы, Башкортостан",55.8925,54.0114
"Еланский, Свердловская область",62.5079,56.8382
"Кондратово, Пермский край",56.1061,57.9781
"Архангельское, Башкортостан",56.7833,54.4069
"Девица, Воронежская область",38.9476,51.6426
"Некрасовская, Краснодарский край",39.7542,45.1458
"Липки, Тульская область",37.7002,53.9455
"Борисоглебский, Ярославская область",39.1518,57.2559
"Хохол, Воронежская область",38.7541,51.5725
"Вышестеблиевская, Краснодарский край",36.9939,45.1921
"Темиргоевская, Краснодарский край",40.2951,45.11
"Мраково, Башкортостан",56.6225,52.7197
"Шигоны, Самарская область",48.6747,53.3887
"Солтон, Алтайский край",86.473,52.8414
"Благовещенка, Алтайский край",79.8696,52.8341
"Каргат, Новосибирская область",80.2835,55.1987
"Бирюсинск, Иркутская область",97.8115,55.9646
"Троицкий, Свердловская область",63.7473,57.0676
"Верхнеяркеево, Башкортостан",54.3075,55.4505
"Кисляковская, Краснодарский край",39.6777,46.4483
"Кулунда, Алтайский край",78.9297,52.56
"Сергиевск, Самарская область",51.1677,53.9491
"Нязепетровск, Челябинская область",59.5981,56.0508
"Октябрьская, Краснодарский край",39.8062,46.2813
"Новоорск, Оренбургская область",58.977,51.3833
"Городищи, Владимирская область",39.0855,55.8677
"Преображенская, Волгоградская область",43.0393,50.7369
"Усть-Ишим, Омская область",71.1672,57.6926
"Пелагиада, Ставропольский край",42.0094,45.2107
"Свободы, Ставропольский край",43.0522,44.0245
"Маньково-Калитвенское, Ростовская область",40.2746,49.3989
"Попутная, Краснодарский край",41.5264,44.3967
"Бобровский, Свердловская область",60.9665,56.6787
"Новолеушковская, Краснодарский край",39.995,45.9986
"Юго-Камский, Пермский край",55.5833,57.7019
"Светлый, Оренбургская область",60.8516,50.8202
"Бессоновка, Белгородская область",36.2954,50.5318
"Сладково, Тюменская область",70.352,55.5296
"Дубовское, Ростовская область",42.7703,47.4067
"Цементный, Свердловская область",60.1515,57.4777
"Верхнее Дуброво, Свердловская область",61.037,56.7519
"Сибирский, Алтайский край",83.8398,53.5576
"Гостагаевская, Краснодарский край",37.5017,45.0206
"Ясная Поляна, Ставропольский край",42.7591,44.0202
"Прибельский, Башкортостан",56.4382,54.366
"Нижние Серги, Свердловская область",59.3,56.6627
"Большегривское, Омская область",74.9167,53.9167
"Вагай, Тюменская область",69.0107,57.9342
"Купино, Новосибирская область",77.2959,54.3686
"Питерка, Саратовская область",47.4372,50.6761
"Сокольники, Тульская область",38.4802,54.0702
"Арсеньево, Тульская область",36.6627,53.7387
"Усть-Ордынский, Иркутская область",104.735,52.8077
"Новоплатнировская, Краснодарский край",39.4207,46.1128
